,id,name,lower_bound,upper_bound,stoichiometry,objective_coefficient
630,R_EX_arbtn_fe3_e,Aerobactin exchange,,,"OrderedDict([('M_arbtn_fe3_e', -1.0)])",0
631,R_EX_chitob_e,Chitobiose exchange,,,"OrderedDict([('M_chitob_e', -1.0)])",0
632,R_CYTK1,Cytidylate kinase (CMP),,,"OrderedDict([('M_atp_c', -1.0), ('M_cmp_c', -1.0), ('M_adp_c', 1.0), ('M_cdp_c', 1.0)])",0
633,R_EX_pydxn_e,Pyridoxine exchange,,,"OrderedDict([('M_pydxn_e', -1.0)])",0
634,R_EX_pydx_e,Pyridoxal exchange,,,"OrderedDict([('M_pydx_e', -1.0)])",0
635,R_EX_arg__L_e,L-Arginine exchange,,,"OrderedDict([('M_arg__L_e', -1.0)])",0
636,R_EX_ascb__L_e,L-Ascorbate exchange,,,"OrderedDict([('M_ascb__L_e', -1.0)])",0
637,R_EX_asn__L_e,L-Asparagine exchange,,,"OrderedDict([('M_asn__L_e', -1.0)])",0
638,R_EX_12ppd__R_e,"(R)-Propane-1,2-diol exchange",,,"OrderedDict([('M_12ppd__R_e', -1.0)])",0
639,R_CYTK2,Cytidylate kinase (dCMP),,,"OrderedDict([('M_atp_c', -1.0), ('M_dcmp_c', -1.0), ('M_adp_c', 1.0), ('M_dcdp_c', 1.0)])",0
640,R_EX_aso3_e,Arsenite exchange,,,"OrderedDict([('M_aso3_e', -1.0)])",0
641,R_EX_asp__L_e,L-Aspartate exchange,,,"OrderedDict([('M_asp__L_e', -1.0)])",0
642,R_EX_12ppd__S_e,"(S)-Propane-1,2-diol exchange",,,"OrderedDict([('M_12ppd__S_e', -1.0)])",0
643,R_EX_but_e,Butyrate (n-C4:0) exchange,,,"OrderedDict([('M_but_e', -1.0)])",0
644,R_DAAD,D-Amino acid dehydrogenase,,,"OrderedDict([('M_ala__D_c', -1.0), ('M_fad_c', -1.0), ('M_h2o_c', -1.0), ('M_fadh2_c', 1.0), ('M_nh4_c', 1.0), ('M_pyr_c', 1.0)])",0
645,R_EX_14glucan_e,"1,4-alpha-D-glucan exchange",,,"OrderedDict([('M_14glucan_e', -1.0)])",0
646,R_EX_15dap_e,"1,5-Diaminopentane exchange",,,"OrderedDict([('M_15dap_e', -1.0)])",0
647,R_EX_butso3_e,Butanesulfonate exchange,,,"OrderedDict([('M_butso3_e', -1.0)])",0
648,R_DADA,Deoxyadenosine deaminase,,,"OrderedDict([('M_dad_2_c', -1.0), ('M_h2o_c', -1.0), ('M_h_c', -1.0), ('M_din_c', 1.0), ('M_nh4_c', 1.0)])",0
649,R_EX_ca2_e,Calcium exchange,,,"OrderedDict([('M_ca2_e', -1.0)])",0
650,R_EX_cbi_e,Cobinamide exchange,,,"OrderedDict([('M_cbi_e', -1.0)])",0
651,R_EX_cbl1_e,Cob(I)alamin exchange,,,"OrderedDict([('M_cbl1_e', -1.0)])",0
652,R_EX_23camp_e,"2',3'-Cyclic AMP exchange",,,"OrderedDict([('M_23camp_e', -1.0)])",0
653,R_EX_23ccmp_e,"2',3'-Cyclic CMP exchange",,,"OrderedDict([('M_23ccmp_e', -1.0)])",0
654,R_EX_23cgmp_e,"2',3'-Cyclic GMP exchange",,,"OrderedDict([('M_23cgmp_e', -1.0)])",0
655,R_EX_cd2_e,Cadmium exchange,,,"OrderedDict([('M_cd2_e', -1.0)])",0
656,R_EX_23cump_e,"2',3'-Cyclic UMP exchange",,,"OrderedDict([('M_23cump_e', -1.0)])",0
657,R_DADK,Deoxyadenylate kinase,,,"OrderedDict([('M_atp_c', -1.0), ('M_damp_c', -1.0), ('M_adp_c', 1.0), ('M_dadp_c', 1.0)])",0
658,R_EX_23dappa_e,"2,3-diaminopropionate exchange",,,"OrderedDict([('M_23dappa_e', -1.0)])",0
659,R_EX_26dap__M_e,"Meso-2,6-Diaminoheptanedioate exchange",,,"OrderedDict([('M_26dap__M_e', -1.0)])",0
660,R_EX_cgly_e,Cys-Gly exchange,,,"OrderedDict([('M_cgly_e', -1.0)])",0
661,R_EX_chol_e,Choline exchange,,,"OrderedDict([('M_chol_e', -1.0)])",0
662,R_EX_cit_e,Citrate exchange,,,"OrderedDict([('M_cit_e', -1.0)])",0
663,R_EX_2ddglcn_e,2-Dehydro-3-deoxy-D-gluconate exchange,,,"OrderedDict([('M_2ddglcn_e', -1.0)])",0
664,R_DADNt2pp,Deoxyadenosine transport in via proton symport (periplasm),,,"OrderedDict([('M_dad_2_p', -1.0), ('M_h_p', -1.0), ('M_dad_2_c', 1.0), ('M_h_c', 1.0)])",0
665,R_EX_34dhpac_e,"3,4-Dihydroxyphenylacetaldehyde exchange",,,"OrderedDict([('M_34dhpac_e', -1.0)])",0
666,R_EX_3amp_e,3'-AMP exchange,,,"OrderedDict([('M_3amp_e', -1.0)])",0
667,R_EX_3cmp_e,3'-cmp exchange,,,"OrderedDict([('M_3cmp_e', -1.0)])",0
668,R_EX_3gmp_e,3'-GMP exchange,,,"OrderedDict([('M_3gmp_e', -1.0)])",0
669,R_EX_icit_e,Isocitrate exchange,,,"OrderedDict([('M_icit_e', -1.0)])",0
670,R_EX_acon_C_e,Cisaconitate exchange,,,"OrderedDict([('M_acon_C_e', -1.0)])",0
671,R_EX_cl_e,Chloride exchange,,,"OrderedDict([('M_cl_e', -1.0)])",0
672,R_EX_cmp_e,CMP exchange,,,"OrderedDict([('M_cmp_e', -1.0)])",0
673,R_EX_co2_e,CO2 exchange,,,"OrderedDict([('M_co2_e', -1.0)])",0
674,R_DADNtex,Deoxyadenosine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_dad_2_e', -1.0), ('M_dad_2_p', 1.0)])",0
675,R_EX_cobalt2_e,Co2+ exchange,,,"OrderedDict([('M_cobalt2_e', -1.0)])",0
676,R_EX_colipa_e,Core oligosaccharide lipid A exchange,,,"OrderedDict([('M_colipa_e', -1.0)])",0
677,R_EX_3hcinnm_e,3-hydroxycinnamic acid exchange,,,"OrderedDict([('M_3hcinnm_e', -1.0)])",0
678,R_DAGK120,Diacylglycerol kinase (n-C12:0),,,"OrderedDict([('M_12dgr120_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa120_c', 1.0)])",0
679,R_EX_3hpppn_e,3-(3-hydroxy-phenyl)propionate exchange,,,"OrderedDict([('M_3hpppn_e', -1.0)])",0
680,R_EX_cpgn_e,Coprogen exchange,,,"OrderedDict([('M_cpgn_e', -1.0)])",0
681,R_EX_cpgn_un_e,Coprogen unloaded (no Fe(III)) exchange,,,"OrderedDict([('M_cpgn_un_e', -1.0)])",0
682,R_DAGK140,Diacylglycerol kinase (n-C14:0),,,"OrderedDict([('M_12dgr140_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa140_c', 1.0)])",0
683,R_EX_crn_e,L-Carnitine exchange,,,"OrderedDict([('M_crn_e', -1.0)])",0
684,R_EX_3ump_e,3'-UMP exchange,,,"OrderedDict([('M_3ump_e', -1.0)])",0
685,R_EX_csn_e,Cytosine exchange,,,"OrderedDict([('M_csn_e', -1.0)])",0
686,R_DAGK141,Diacylglycerol kinase (n-C14:1),,,"OrderedDict([('M_12dgr141_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa141_c', 1.0)])",0
687,R_EX_cu2_e,Cu2+ exchange,,,"OrderedDict([('M_cu2_e', -1.0)])",0
688,R_EX_cu_e,Cu+ exchange,,,"OrderedDict([('M_cu_e', -1.0)])",0
689,R_EX_4abut_e,4-Aminobutanoate exchange,,,"OrderedDict([('M_4abut_e', -1.0)])",0
690,R_EX_4hoxpacd_e,4-Hydroxyphenylacetaldehyde exchange,,,"OrderedDict([('M_4hoxpacd_e', -1.0)])",0
691,R_EX_5dglcn_e,5-Dehydro-D-gluconate exchange,,,"OrderedDict([('M_5dglcn_e', -1.0)])",0
692,R_EX_cyan_e,Hydrogen cyanide exchange,,,"OrderedDict([('M_cyan_e', -1.0)])",0
693,R_EX_LalaDgluMdapDala_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange",,,"OrderedDict([('M_LalaDgluMdapDala_e', -1.0)])",0
694,R_DAGK160,Diacylglycerol kinase (n-C16:0),,,"OrderedDict([('M_12dgr160_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa160_c', 1.0)])",0
695,R_EX_LalaDgluMdap_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange",,,"OrderedDict([('M_LalaDgluMdap_e', -1.0)])",0
696,R_EX_ac_e,Acetate exchange,,,"OrderedDict([('M_ac_e', -1.0)])",0
697,R_EX_cynt_e,Cyanate exchange,,,"OrderedDict([('M_cynt_e', -1.0)])",0
698,R_EX_cys__D_e,D-Cysteine exchange,,,"OrderedDict([('M_cys__D_e', -1.0)])",0
699,R_EX_cys__L_e,L-Cysteine exchange,,,"OrderedDict([('M_cys__L_e', -1.0)])",0
700,R_EX_acac_e,Acetoacetate exchange,,,"OrderedDict([('M_acac_e', -1.0)])",0
701,R_EX_acald_e,Acetaldehyde exchange,,,"OrderedDict([('M_acald_e', -1.0)])",0
702,R_DAGK161,Diacylglycerol kinase (n-C16:1),,,"OrderedDict([('M_12dgr161_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa161_c', 1.0)])",0
703,R_EX_acgal1p_e,N-Acetyl-D-galactosamine 1-phosphate exchange,,,"OrderedDict([('M_acgal1p_e', -1.0)])",0
704,R_EX_acgal_e,N-Acetyl-D-galactosamine exchange,,,"OrderedDict([('M_acgal_e', -1.0)])",0
705,R_EX_cysi__L_e,L Cystine exchange,,,"OrderedDict([('M_cysi__L_e', -1.0)])",0
706,R_EX_cytd_e,Cytidine exchange,,,"OrderedDict([('M_cytd_e', -1.0)])",0
707,R_EX_dad_2_e,Deoxyadenosine exchange,,,"OrderedDict([('M_dad_2_e', -1.0)])",0
708,R_EX_damp_e,DAMP exchange,,,"OrderedDict([('M_damp_e', -1.0)])",0
709,R_EX_dca_e,Decanoate (n-C10:0) exchange,,,"OrderedDict([('M_dca_e', -1.0)])",0
710,R_EX_dcmp_e,DCMP exchange,,,"OrderedDict([('M_dcmp_e', -1.0)])",0
711,R_EX_acgam1p_e,N-Acetyl-D-glucosamine 1-phosphate exchange,,,"OrderedDict([('M_acgam1p_e', -1.0)])",0
712,R_EX_acgam_e,N-Acetyl-D-glucosamine exchange,,,"OrderedDict([('M_acgam_e', -1.0)])",0
713,R_EX_acmana_e,N-Acetyl-D-mannosamine exchange,,,"OrderedDict([('M_acmana_e', -1.0)])",0
714,R_DAGK180,Diacylglycerol kinase (n-C18:0),,,"OrderedDict([('M_12dgr180_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa180_c', 1.0)])",0
715,R_EX_acmum_e,N-Acetylmuramate exchange,,,"OrderedDict([('M_acmum_e', -1.0)])",0
716,R_EX_acnam_e,N-Acetylneuraminate exchange,,,"OrderedDict([('M_acnam_e', -1.0)])",0
717,R_EX_acolipa_e,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange,,,"OrderedDict([('M_acolipa_e', -1.0)])",0
718,R_EX_dcyt_e,Deoxycytidine exchange,,,"OrderedDict([('M_dcyt_e', -1.0)])",0
719,R_EX_ddca_e,Dodecanoate (n-C12:0) exchange,,,"OrderedDict([('M_ddca_e', -1.0)])",0
720,R_DAGK181,Diacylglycerol kinase (n-C18:1),,,"OrderedDict([('M_12dgr181_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pa181_c', 1.0)])",0
721,R_EX_dgmp_e,DGMP exchange,,,"OrderedDict([('M_dgmp_e', -1.0)])",0
722,R_EX_dgsn_e,Deoxyguanosine exchange,,,"OrderedDict([('M_dgsn_e', -1.0)])",0
723,R_EX_acser_e,O-Acetyl-L-serine exchange,,,"OrderedDict([('M_acser_e', -1.0)])",0
724,R_EX_ade_e,Adenine exchange,,,"OrderedDict([('M_ade_e', -1.0)])",0
725,R_EX_adn_e,Adenosine exchange,,,"OrderedDict([('M_adn_e', -1.0)])",0
726,R_EX_adocbl_e,Adenosylcobalamin exchange,,,"OrderedDict([('M_adocbl_e', -1.0)])",0
727,R_EX_dha_e,Dihydroxyacetone exchange,,,"OrderedDict([('M_dha_e', -1.0)])",0
728,R_EX_dimp_e,DIMP exchange,,,"OrderedDict([('M_dimp_e', -1.0)])",0
729,R_DALAt2pp,D-alanine transport in via proton symport (periplasm),,,"OrderedDict([('M_ala__D_p', -1.0), ('M_h_p', -1.0), ('M_ala__D_c', 1.0), ('M_h_c', 1.0)])",0
730,R_EX_din_e,Deoxyinosine exchange,,,"OrderedDict([('M_din_e', -1.0)])",0
731,R_EX_ag_e,Silver exchange,,,"OrderedDict([('M_ag_e', -1.0)])",0
732,R_EX_agm_e,Agmatine exchange,,,"OrderedDict([('M_agm_e', -1.0)])",0
733,R_EX_dms_e,Dimethyl sulfide exchange,,,"OrderedDict([('M_dms_e', -1.0)])",0
734,R_DALAtex,D-Alanine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_ala__D_e', -1.0), ('M_ala__D_p', 1.0)])",0
735,R_EX_dmso_e,Dimethyl sulfoxide exchange,,,"OrderedDict([('M_dmso_e', -1.0)])",0
736,R_EX_akg_e,2-Oxoglutarate exchange,,,"OrderedDict([('M_akg_e', -1.0)])",0
737,R_EX_ala_B_e,Beta-Alanine exchange,,,"OrderedDict([('M_ala_B_e', -1.0)])",0
738,R_EX_ala__D_e,D-Alanine exchange,,,"OrderedDict([('M_ala__D_e', -1.0)])",0
739,R_EX_dopa_e,Dopamine exchange,,,"OrderedDict([('M_dopa_e', -1.0)])",0
740,R_EX_g1p_e,D-Glucose 1-phosphate exchange,,,"OrderedDict([('M_g1p_e', -1.0)])",0
741,R_EX_dtmp_e,DTMP exchange,,,"OrderedDict([('M_dtmp_e', -1.0)])",0
742,R_EX_dump_e,DUMP exchange,,,"OrderedDict([('M_dump_e', -1.0)])",0
743,R_EX_duri_e,Deoxyuridine exchange,,,"OrderedDict([('M_duri_e', -1.0)])",0
744,R_EX_eca4colipa_e,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,,,"OrderedDict([('M_eca4colipa_e', -1.0)])",0
745,R_EX_enlipa_e,Phosphoethanolamine KDO(2)-lipid (A) exchange,,,"OrderedDict([('M_enlipa_e', -1.0)])",0
746,R_EX_enter_e,Enterochelin exchange,,,"OrderedDict([('M_enter_e', -1.0)])",0
747,R_EX_etha_e,Ethanolamine exchange,,,"OrderedDict([('M_etha_e', -1.0)])",0
748,R_EX_ala__L_e,L-Alanine exchange,,,"OrderedDict([('M_ala__L_e', -1.0)])",0
749,R_EX_melib_e,Melibiose exchange,,,"OrderedDict([('M_melib_e', -1.0)])",0
750,R_EX_met__D_e,D-Methionine exchange,,,"OrderedDict([('M_met__D_e', -1.0)])",0
751,R_EX_met__L_e,L-Methionine exchange,,,"OrderedDict([('M_met__L_e', -1.0)])",0
752,R_EX_metsox_R__L_e,L-methionine-R-sulfoxide exchange,,,"OrderedDict([('M_metsox_R__L_e', -1.0)])",0
753,R_EX_metsox_S__L_e,L-Methionine S-oxide exchange,,,"OrderedDict([('M_metsox_S__L_e', -1.0)])",0
754,R_EX_mg2_e,Mg exchange,,,"OrderedDict([('M_mg2_e', -1.0)])",0
755,R_EX_ethso3_e,Ethanesulfonate exchange,,,"OrderedDict([('M_ethso3_e', -1.0)])",0
756,R_EX_etoh_e,Ethanol exchange,,,"OrderedDict([('M_etoh_e', -1.0)])",0
757,R_EX_minohp_e,Myo-Inositol hexakisphosphate exchange,,,"OrderedDict([('M_minohp_e', -1.0)])",0
758,R_EX_f6p_e,D-fructose 6-phosphate exchange,,,"OrderedDict([('M_f6p_e', -1.0)])",0
759,R_EX_g3pc_e,Sn-Glycero-3-phosphocholine exchange,,,"OrderedDict([('M_g3pc_e', -1.0)])",0
760,R_EX_fald_e,Formaldehyde exchange,,,"OrderedDict([('M_fald_e', -1.0)])",0
761,R_EX_fe2_e,Fe2+ exchange,,,"OrderedDict([('M_fe2_e', -1.0)])",0
762,R_EX_fe3_e,Fe3+ exchange,,,"OrderedDict([('M_fe3_e', -1.0)])",0
763,R_EX_fe3dcit_e,Fe(III)dicitrate exchange,,,"OrderedDict([('M_fe3dcit_e', -1.0)])",0
764,R_EX_mmet_e,S-Methyl-L-methionine exchange,,,"OrderedDict([('M_mmet_e', -1.0)])",0
765,R_EX_mn2_e,Mn2+ exchange,,,"OrderedDict([('M_mn2_e', -1.0)])",0
766,R_EX_mnl_e,D-Mannitol exchange,,,"OrderedDict([('M_mnl_e', -1.0)])",0
767,R_EX_fe3dhbzs_e,"Ferric 2,3-dihydroxybenzoylserine exchange",,,"OrderedDict([('M_fe3dhbzs_e', -1.0)])",0
768,R_EX_mobd_e,Molybdate exchange,,,"OrderedDict([('M_mobd_e', -1.0)])",0
769,R_EX_g3pe_e,Sn-Glycero-3-phosphoethanolamine exchange,,,"OrderedDict([('M_g3pe_e', -1.0)])",0
770,R_EX_mso3_e,Methanesulfonate exchange,,,"OrderedDict([('M_mso3_e', -1.0)])",0
771,R_EX_fe3hox_e,Fe(III)hydroxamate exchange,,,"OrderedDict([('M_fe3hox_e', -1.0)])",0
772,R_EX_fe3hox_un_e,"Fe(III)hydoxamate, unloaded exchange",,,"OrderedDict([('M_fe3hox_un_e', -1.0)])",0
773,R_EX_fecrm_e,Ferrichrome exchange,,,"OrderedDict([('M_fecrm_e', -1.0)])",0
774,R_EX_n2o_e,Nitrous oxide exchange,,,"OrderedDict([('M_n2o_e', -1.0)])",0
775,R_EX_g3pg_e,Glycerophosphoglycerol exchange,,,"OrderedDict([('M_g3pg_e', -1.0)])",0
776,R_EX_na1_e,Sodium exchange,,,"OrderedDict([('M_na1_e', -1.0)])",0
777,R_EX_fecrm_un_e,Ferrichrome minus Fe(III) exchange,,,"OrderedDict([('M_fecrm_un_e', -1.0)])",0
778,R_EX_feenter_e,Fe-enterobactin exchange,,,"OrderedDict([('M_feenter_e', -1.0)])",0
779,R_EX_nac_e,Nicotinate exchange,,,"OrderedDict([('M_nac_e', -1.0)])",0
780,R_EX_feoxam_e,Ferroxamine exchange,,,"OrderedDict([('M_feoxam_e', -1.0)])",0
781,R_EX_g3pi_e,Sn-Glycero-3-phospho-1-inositol exchange,,,"OrderedDict([('M_g3pi_e', -1.0)])",0
782,R_EX_feoxam_un_e,Ferroxamine minus Fe(3) exchange,,,"OrderedDict([('M_feoxam_un_e', -1.0)])",0
783,R_EX_nh4_e,Ammonia exchange,,,"OrderedDict([('M_nh4_e', -1.0)])",0
784,R_EX_ni2_e,Ni2+ exchange,,,"OrderedDict([('M_ni2_e', -1.0)])",0
785,R_EX_for_e,Formate exchange,,,"OrderedDict([('M_for_e', -1.0)])",0
786,R_EX_fru_e,D-Fructose exchange,,,"OrderedDict([('M_fru_e', -1.0)])",0
787,R_EX_frulys_e,Fructoselysine exchange,,,"OrderedDict([('M_frulys_e', -1.0)])",0
788,R_EX_fruur_e,D-Fructuronate exchange,,,"OrderedDict([('M_fruur_e', -1.0)])",0
789,R_EX_nmn_e,NMN exchange,,,"OrderedDict([('M_nmn_e', -1.0)])",0
790,R_EX_no2_e,Nitrite exchange,,,"OrderedDict([('M_no2_e', -1.0)])",0
791,R_EX_no3_e,Nitrate exchange,,,"OrderedDict([('M_no3_e', -1.0)])",0
792,R_EX_no_e,Nitric oxide exchange,,,"OrderedDict([('M_no_e', -1.0)])",0
793,R_EX_g3ps_e,Glycerophosphoserine exchange,,,"OrderedDict([('M_g3ps_e', -1.0)])",0
794,R_EX_o2_e,O2 exchange,,,"OrderedDict([('M_o2_e', -1.0)])",0
795,R_EX_o2s_e,Superoxide anion exchange,,,"OrderedDict([('M_o2s_e', -1.0)])",0
796,R_EX_fuc__L_e,L-Fucose exchange,,,"OrderedDict([('M_fuc__L_e', -1.0)])",0
797,R_EX_fum_e,Fumarate exchange,,,"OrderedDict([('M_fum_e', -1.0)])",0
798,R_EX_ocdca_e,Octadecanoate (n-C18:0) exchange,,,"OrderedDict([('M_ocdca_e', -1.0)])",0
799,R_EX_g6p_e,D-Glucose 6-phosphate exchange,,,"OrderedDict([('M_g6p_e', -1.0)])",0
800,R_EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,,,"OrderedDict([('M_ocdcea_e', -1.0)])",0
801,R_EX_octa_e,Octanoate (n-C8:0) exchange,,,"OrderedDict([('M_octa_e', -1.0)])",0
802,R_EX_gal1p_e,Alpha-D-Galactose 1-phosphate exchange,,,"OrderedDict([('M_gal1p_e', -1.0)])",0
803,R_EX_orn_e,Ornithine exchange,,,"OrderedDict([('M_orn_e', -1.0)])",0
804,R_EX_orot_e,Orotate exchange,,,"OrderedDict([('M_orot_e', -1.0)])",0
805,R_EX_udpgal_e,UDPgalactose exchange,,,"OrderedDict([('M_udpgal_e', -1.0)])",0
806,R_EX_udpglcur_e,UDP-D-glucuronate exchange,,,"OrderedDict([('M_udpglcur_e', -1.0)])",0
807,R_EX_gal_bD_e,Beta D-Galactose exchange,,,"OrderedDict([('M_gal_bD_e', -1.0)])",0
808,R_EX_ump_e,UMP exchange,,,"OrderedDict([('M_ump_e', -1.0)])",0
809,R_EX_gal_e,D-Galactose exchange,,,"OrderedDict([('M_gal_e', -1.0)])",0
810,R_EX_ura_e,Uracil exchange,,,"OrderedDict([('M_ura_e', -1.0)])",0
811,R_EX_urea_e,Urea exchange,,,"OrderedDict([('M_urea_e', -1.0)])",0
812,R_EX_oaa_e,Oxaloacetate exchange,,,"OrderedDict([('M_oaa_e', -1.0)])",0
813,R_EX_pacald_e,Phenylacetaldehyde exchange,,,"OrderedDict([('M_pacald_e', -1.0)])",0
814,R_EX_peamn_e,Phenethylamine exchange,,,"OrderedDict([('M_peamn_e', -1.0)])",0
815,R_EX_galct__D_e,D-Galactarate exchange,,,"OrderedDict([('M_galct__D_e', -1.0)])",0
816,R_EX_phe__L_e,L-Phenylalanine exchange,,,"OrderedDict([('M_phe__L_e', -1.0)])",0
817,R_EX_pheme_e,Protoheme exchange,,,"OrderedDict([('M_pheme_e', -1.0)])",0
818,R_EX_uri_e,Uridine exchange,,,"OrderedDict([('M_uri_e', -1.0)])",0
819,R_EX_pi_e,Phosphate exchange,,,"OrderedDict([('M_pi_e', -1.0)])",0
820,R_EX_galctn__D_e,D-Galactonate exchange,,,"OrderedDict([('M_galctn__D_e', -1.0)])",0
821,R_EX_val__L_e,L-Valine exchange,,,"OrderedDict([('M_val__L_e', -1.0)])",0
822,R_EX_xan_e,Xanthine exchange,,,"OrderedDict([('M_xan_e', -1.0)])",0
823,R_EX_pnto__R_e,(R)-Pantothenate exchange,,,"OrderedDict([('M_pnto__R_e', -1.0)])",0
824,R_EX_galctn__L_e,L-Galactonate exchange,,,"OrderedDict([('M_galctn__L_e', -1.0)])",0
825,R_EX_ppa_e,Propionate exchange,,,"OrderedDict([('M_ppa_e', -1.0)])",0
826,R_EX_xmp_e,Xanthosine 5'-phosphate exchange,,,"OrderedDict([('M_xmp_e', -1.0)])",0
827,R_EX_xtsn_e,Xanthosine exchange,,,"OrderedDict([('M_xtsn_e', -1.0)])",0
828,R_EX_xyl__D_e,D-Xylose exchange,,,"OrderedDict([('M_xyl__D_e', -1.0)])",0
829,R_EX_xylu__L_e,L-Xylulose exchange,,,"OrderedDict([('M_xylu__L_e', -1.0)])",0
830,R_EX_zn2_e,Zinc exchange,,,"OrderedDict([('M_zn2_e', -1.0)])",0
831,R_EX_ppal_e,Propanal exchange,,,"OrderedDict([('M_ppal_e', -1.0)])",0
832,R_EX_pppn_e,Phenylpropanoate exchange,,,"OrderedDict([('M_pppn_e', -1.0)])",0
833,R_EX_ppt_e,Phosphonate exchange,,,"OrderedDict([('M_ppt_e', -1.0)])",0
834,R_EX_pro__L_e,L-Proline exchange,,,"OrderedDict([('M_pro__L_e', -1.0)])",0
835,R_BIOMASS_Ec_iAF1260_core_59p81M,E. coli biomass objective function (iAF1260) - core - with 59.81 GAM estimate,,,"OrderedDict([('M_10fthf_c', -0.000223), ('M_2ohph_c', -0.000223), ('M_ala__L_c', -0.5137), ('M_amet_c', -0.000223), ('M_arg__L_c', -0.2958), ('M_asn__L_c', -0.2411), ('M_asp__L_c', -0.2411), ('M_atp_c', -59.984), ('M_ca2_c', -0.004737), ('M_cl_c', -0.004737), ('M_coa_c', -0.000576), ('M_cobalt2_c', -0.003158), ('M_ctp_c', -0.1335), ('M_cu2_c', -0.003158), ('M_cys__L_c', -0.09158), ('M_datp_c', -0.02617), ('M_dctp_c', -0.02702), ('M_dgtp_c', -0.02702), ('M_dttp_c', -0.02617), ('M_fad_c', -0.000223), ('M_fe2_c', -0.007106), ('M_fe3_c', -0.007106), ('M_gln__L_c', -0.2632), ('M_glu__L_c', -0.2632), ('M_gly_c', -0.6126), ('M_gtp_c', -0.2151), ('M_h2o_c', -54.462), ('M_his__L_c', -0.09474), ('M_ile__L_c', -0.2905), ('M_k_c', -0.1776), ('M_kdo2lipid4_e', -0.01945), ('M_leu__L_c', -0.4505), ('M_lys__L_c', -0.3432), ('M_met__L_c', -0.1537), ('M_mg2_c', -0.007895), ('M_mlthf_c', -0.000223), ('M_mn2_c', -0.003158), ('M_mobd_c', -0.003158), ('M_murein5px4p_p', -0.01389), ('M_nad_c', -0.001831), ('M_nadp_c', -0.000447), ('M_nh4_c', -0.011843), ('M_pe160_c', -0.02233), ('M_pe160_p', -0.04148), ('M_pe161_c', -0.02632), ('M_pe161_p', -0.04889), ('M_phe__L_c', -0.1759), ('M_pheme_c', -0.000223), ('M_pro__L_c', -0.2211), ('M_pydx5p_c', -0.000223), ('M_ribflv_c', -0.000223), ('M_ser__L_c', -0.2158), ('M_sheme_c', -0.000223), ('M_so4_c', -0.003948), ('M_thf_c', -0.000223), ('M_thmpp_c', -0.000223), ('M_thr__L_c', -0.2537), ('M_trp__L_c', -0.05684), ('M_tyr__L_c', -0.1379), ('M_udcpdp_c', -5.5e-05), ('M_utp_c', -0.1441), ('M_val__L_c', -0.4232), ('M_zn2_c', -0.003158), ('M_adp_c', 59.81), ('M_h_c', 59.81), ('M_pi_c', 59.806), ('M_ppi_c', 0.7739)])",0
836,R_EX_progly_e,L-Prolinylglycine exchange,,,"OrderedDict([('M_progly_e', -1.0)])",0
837,R_EX_galt_e,Galactitol exchange,,,"OrderedDict([('M_galt_e', -1.0)])",0
838,R_EX_psclys_e,Psicoselysine exchange,,,"OrderedDict([('M_psclys_e', -1.0)])",0
839,R_EX_pser__L_e,O-Phospho-L-serine exchange,,,"OrderedDict([('M_pser__L_e', -1.0)])",0
840,R_F6PA,Fructose 6-phosphate aldolase,,,"OrderedDict([('M_f6p_c', -1.0), ('M_dha_c', 1.0), ('M_g3p_c', 1.0)])",0
841,R_F6PP,D-fructose 6-phosphate phosphatase,,,"OrderedDict([('M_f6p_c', -1.0), ('M_h2o_c', -1.0), ('M_fru_c', 1.0), ('M_pi_c', 1.0)])",0
842,R_F6Pt6_2pp,Fructose-6-phosphate transport via phosphate antiport (periplasm),,,"OrderedDict([('M_f6p_p', -1.0), ('M_pi_c', -2.0), ('M_f6p_c', 1.0), ('M_pi_p', 2.0)])",0
843,R_EX_ptrc_e,Putrescine exchange,,,"OrderedDict([('M_ptrc_e', -1.0)])",0
844,R_EX_galur_e,D-Galacturonate exchange,,,"OrderedDict([('M_galur_e', -1.0)])",0
845,R_EX_pyr_e,Pyruvate exchange,,,"OrderedDict([('M_pyr_e', -1.0)])",0
